ticker,tier2_scope1_tco2e,tier2_scope1_method,tier2_scope1_sector_used,tier2_scope1_peer_count,tier2_scope1_notes,tier2_scope2_tco2e,tier2_scope2_method,tier2_scope2_sector_used,tier2_scope2_peer_count,tier2_scope2_notes
TER,3348.5,median_model_revenue+employees,sector:Information Technology,37,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (37 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.23987e-07) x this company's revenue ($4,464,031,232) = 2,785 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.592647) x this company's employee count (6,600) = 3,911 tCO2e. Final estimate is the average of the available method(s): 3,348 tCO2e.",10011.0,median_model_revenue+employees,sector:Information Technology,29,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (29 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.34945e-06) x this company's revenue ($4,464,031,232) = 10,488 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.44455) x this company's employee count (6,600) = 9,534 tCO2e. Final estimate is the average of the available method(s): 10,011 tCO2e."
TPL,129249.6,median_model_revenue+employees,sub_industry:Oil & Gas Exploration & Production,6,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Oil & Gas Exploration & Production' (6 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (0.000192331) x this company's revenue ($897,540,992) = 172,625 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (753.284) x this company's employee count (114) = 85,874 tCO2e. Final estimate is the average of the available method(s): 129,250 tCO2e.",15670.0,median_model_revenue+employees,sector:Energy,6,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Energy' (6 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.7615e-05) x this company's revenue ($897,540,992) = 15,810 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (136.226) x this company's employee count (114) = 15,530 tCO2e. Final estimate is the average of the available method(s): 15,670 tCO2e."
TKO,3965.8,median_model_revenue+employees,sector:Communication Services,6,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Communication Services' (6 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.73153e-07) x this company's revenue ($5,301,862,912) = 3,569 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.09064) x this company's employee count (4,000) = 4,363 tCO2e. Final estimate is the average of the available method(s): 3,966 tCO2e.",21439.5,median_model_revenue+employees,sector:Communication Services,6,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Communication Services' (6 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (5.2889e-06) x this company's revenue ($5,301,862,912) = 28,041 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.70951) x this company's employee count (4,000) = 14,838 tCO2e. Final estimate is the average of the available method(s): 21,440 tCO2e."
TTD,3102.1,median_model_revenue+employees,sector:Communication Services,6,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Communication Services' (6 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.73153e-07) x this company's revenue ($2,990,138,112) = 2,013 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.09064) x this company's employee count (3,843) = 4,191 tCO2e. Final estimate is the average of the available method(s): 3,102 tCO2e.",15035.1,median_model_revenue+employees,sector:Communication Services,6,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Communication Services' (6 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (5.2889e-06) x this company's revenue ($2,990,138,112) = 15,815 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.70951) x this company's employee count (3,843) = 14,256 tCO2e. Final estimate is the average of the available method(s): 15,035 tCO2e."
TDG,27303.1,median_model_revenue+employees,sub_industry:Aerospace & Defense,9,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Aerospace & Defense' (9 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.63289e-06) x this company's revenue ($10,005,999,616) = 36,351 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.1064) x this company's employee count (16,500) = 18,256 tCO2e. Final estimate is the average of the available method(s): 27,303 tCO2e.",77526.8,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($10,005,999,616) = 98,978 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (16,500) = 56,076 tCO2e. Final estimate is the average of the available method(s): 77,527 tCO2e."
TRV,18450.9,median_model_revenue+employees,sector:Financials,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.36817e-07) x this company's revenue ($48,979,001,344) = 26,293 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.312029) x this company's employee count (34,000) = 10,609 tCO2e. Final estimate is the average of the available method(s): 18,451 tCO2e.",9253.3,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($48,979,001,344) = 9,711 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (34,000) = 8,795 tCO2e. Final estimate is the average of the available method(s): 9,253 tCO2e."
TRMB,1555.2,median_model_revenue+employees,sub_industry:Application Software,7,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Application Software' (7 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (2.60656e-07) x this company's revenue ($3,782,899,968) = 986 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.18472) x this company's employee count (11,500) = 2,124 tCO2e. Final estimate is the average of the available method(s): 1,555 tCO2e.",5927.1,median_model_revenue+employees,sub_industry:Application Software,7,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Application Software' (7 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.10231e-07) x this company's revenue ($3,782,899,968) = 3,443 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.731378) x this company's employee count (11,500) = 8,411 tCO2e. Final estimate is the average of the available method(s): 5,927 tCO2e."
TYL,1044.4,median_model_revenue+employees,sub_industry:Application Software,7,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Application Software' (7 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (2.60656e-07) x this company's revenue ($2,429,657,088) = 633 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.18472) x this company's employee count (7,879) = 1,455 tCO2e. Final estimate is the average of the available method(s): 1,044 tCO2e.",3987.0,median_model_revenue+employees,sub_industry:Application Software,7,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Application Software' (7 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.10231e-07) x this company's revenue ($2,429,657,088) = 2,212 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.731378) x this company's employee count (7,879) = 5,763 tCO2e. Final estimate is the average of the available method(s): 3,987 tCO2e."
VLO,,,,,,1832864.9,median_model_revenue+employees,sector:Energy,6,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Energy' (6 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.7615e-05) x this company's revenue ($132,429,996,032) = 2,332,755 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (136.226) x this company's employee count (9,785) = 1,332,975 tCO2e. Final estimate is the average of the available method(s): 1,832,865 tCO2e."
VTRS,,,,,,52938.3,median_model_revenue+employees,sector:Health Care,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.19915e-06) x this company's revenue ($14,737,300,480) = 47,147 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.95766) x this company's employee count (30,000) = 58,730 tCO2e. Final estimate is the average of the available method(s): 52,938 tCO2e."
VST,,,,,,136960.4,median_model_revenue+employees,sector:Utilities,10,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Utilities' (10 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.6601e-06) x this company's revenue ($19,211,999,232) = 185,590 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (13.8233) x this company's employee count (6,390) = 88,331 tCO2e. Final estimate is the average of the available method(s): 136,960 tCO2e."
WM,,,,,,229752.6,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($25,667,000,320) = 253,895 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (60,500) = 205,610 tCO2e. Final estimate is the average of the available method(s): 229,753 tCO2e."
WEC,,,,,,97345.8,median_model_revenue+employees,sector:Utilities,10,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Utilities' (10 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.6601e-06) x this company's revenue ($10,137,400,320) = 97,928 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (13.8233) x this company's employee count (7,000) = 96,763 tCO2e. Final estimate is the average of the available method(s): 97,346 tCO2e."
WY,,,,,,1014987.5,median_model_revenue+employees,sector:Real Estate,7,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (7 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (7.54576e-06) x this company's revenue ($6,851,999,744) = 51,704 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (208.239) x this company's employee count (9,500) = 1,978,271 tCO2e. Final estimate is the average of the available method(s): 1,014,988 tCO2e."
XEL,,,,,,150315.1,median_model_revenue+employees,sector:Utilities,10,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Utilities' (10 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.6601e-06) x this company's revenue ($14,616,000,512) = 141,192 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (13.8233) x this company's employee count (11,534) = 159,438 tCO2e. Final estimate is the average of the available method(s): 150,315 tCO2e."
UBER,266805.6,median_model_revenue+employees,sector:Industrials,40,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (40 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.94524e-06) x this company's revenue ($55,226,998,784) = 383,565 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.09963) x this company's employee count (36,600) = 150,046 tCO2e. Final estimate is the average of the available method(s): 266,806 tCO2e.",335342.2,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($55,226,998,784) = 546,299 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (36,600) = 124,386 tCO2e. Final estimate is the average of the available method(s): 335,342 tCO2e."
UDR,7925.8,median_model_revenue+employees,sector:Real Estate,8,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (8 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.49255e-06) x this company's revenue ($1,766,329,984) = 9,702 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.331) x this company's employee count (1,420) = 6,150 tCO2e. Final estimate is the average of the available method(s): 7,926 tCO2e.",154513.9,median_model_revenue+employees,sector:Real Estate,7,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (7 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (7.54576e-06) x this company's revenue ($1,766,329,984) = 13,328 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (208.239) x this company's employee count (1,420) = 295,700 tCO2e. Final estimate is the average of the available method(s): 154,514 tCO2e."
ULTA,37537.2,median_model_revenue+employees,sector:Consumer Discretionary,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.71647e-06) x this company's revenue ($12,955,516,928) = 48,149 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.25926) x this company's employee count (21,382) = 26,925 tCO2e. Final estimate is the average of the available method(s): 37,537 tCO2e.",62199.7,median_model_revenue+employees,sector:Consumer Discretionary,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (6.64506e-06) x this company's revenue ($12,955,516,928) = 86,090 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.79165) x this company's employee count (21,382) = 38,309 tCO2e. Final estimate is the average of the available method(s): 62,200 tCO2e."
UAL,459288.1,median_model_revenue+employees,sector:Industrials,40,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (40 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.94524e-06) x this company's revenue ($62,902,001,664) = 436,870 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.09963) x this company's employee count (117,500) = 481,707 tCO2e. Final estimate is the average of the available method(s): 459,288 tCO2e.",510772.3,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($62,902,001,664) = 622,219 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (117,500) = 399,326 tCO2e. Final estimate is the average of the available method(s): 510,772 tCO2e."
UPS,1255207.8,median_model_revenue+employees,sector:Industrials,40,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (40 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.94524e-06) x this company's revenue ($89,929,998,336) = 624,585 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.09963) x this company's employee count (460,000) = 1,885,830 tCO2e. Final estimate is the average of the available method(s): 1,255,208 tCO2e.",1226447.4,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($89,929,998,336) = 889,576 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (460,000) = 1,563,318 tCO2e. Final estimate is the average of the available method(s): 1,226,447 tCO2e."
URI,116870.9,median_model_revenue+employees,sector:Industrials,40,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (40 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.94524e-06) x this company's revenue ($16,832,000,000) = 116,902 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.09963) x this company's employee count (28,500) = 116,839 tCO2e. Final estimate is the average of the available method(s): 116,871 tCO2e.",131678.9,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($16,832,000,000) = 166,500 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (28,500) = 96,858 tCO2e. Final estimate is the average of the available method(s): 131,679 tCO2e."
UHS,128110.2,median_model_revenue+employees,sector:Health Care,25,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (25 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.54491e-06) x this company's revenue ($18,114,486,272) = 64,214 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.88241) x this company's employee count (102,000) = 192,006 tCO2e. Final estimate is the average of the available method(s): 128,110 tCO2e.",128816.0,median_model_revenue+employees,sector:Health Care,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.19915e-06) x this company's revenue ($18,114,486,272) = 57,951 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.95766) x this company's employee count (102,000) = 199,681 tCO2e. Final estimate is the average of the available method(s): 128,816 tCO2e."
VEEV,13591.2,median_model_revenue+employees,sector:Health Care,25,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (25 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.54491e-06) x this company's revenue ($3,458,097,920) = 12,259 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.88241) x this company's employee count (7,928) = 14,924 tCO2e. Final estimate is the average of the available method(s): 13,591 tCO2e.",13291.6,median_model_revenue+employees,sector:Health Care,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.19915e-06) x this company's revenue ($3,458,097,920) = 11,063 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.95766) x this company's employee count (7,928) = 15,520 tCO2e. Final estimate is the average of the available method(s): 13,292 tCO2e."
VLTO,54626.9,median_model_revenue+employees,sector:Industrials,40,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (40 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.94524e-06) x this company's revenue ($5,696,000,000) = 39,560 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.09963) x this company's employee count (17,000) = 69,694 tCO2e. Final estimate is the average of the available method(s): 54,627 tCO2e.",57059.5,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($5,696,000,000) = 56,344 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (17,000) = 57,775 tCO2e. Final estimate is the average of the available method(s): 57,059 tCO2e."
VRSN,807.2,median_model_revenue+employees,sector:Information Technology,37,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (37 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.23987e-07) x this company's revenue ($1,707,900,032) = 1,066 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.592647) x this company's employee count (926) = 549 tCO2e. Final estimate is the average of the available method(s): 807 tCO2e.",2675.1,median_model_revenue+employees,sector:Information Technology,29,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (29 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.34945e-06) x this company's revenue ($1,707,900,032) = 4,013 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.44455) x this company's employee count (926) = 1,338 tCO2e. Final estimate is the average of the available method(s): 2,675 tCO2e."
VRSK,27288.7,median_model_revenue+employees,sector:Industrials,40,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (40 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.94524e-06) x this company's revenue ($3,136,000,000) = 21,780 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.09963) x this company's employee count (8,000) = 32,797 tCO2e. Final estimate is the average of the available method(s): 27,289 tCO2e.",29104.5,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($3,136,000,000) = 31,021 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (8,000) = 27,188 tCO2e. Final estimate is the average of the available method(s): 29,105 tCO2e."
VZ,99971.8,median_model_revenue+employees,sector:Communication Services,6,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Communication Services' (6 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.73153e-07) x this company's revenue ($138,894,999,552) = 93,498 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.09064) x this company's employee count (97,600) = 106,446 tCO2e. Final estimate is the average of the available method(s): 99,972 tCO2e.",548325.1,median_model_revenue+employees,sector:Communication Services,6,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Communication Services' (6 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (5.2889e-06) x this company's revenue ($138,894,999,552) = 734,602 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.70951) x this company's employee count (97,600) = 362,048 tCO2e. Final estimate is the average of the available method(s): 548,325 tCO2e."
VRTX,28334.0,median_model_revenue+employees,sector:Health Care,25,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (25 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.54491e-06) x this company's revenue ($12,587,200,512) = 44,620 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.88241) x this company's employee count (6,400) = 12,047 tCO2e. Final estimate is the average of the available method(s): 28,334 tCO2e.",26398.7,median_model_revenue+employees,sector:Health Care,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.19915e-06) x this company's revenue ($12,587,200,512) = 40,268 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.95766) x this company's employee count (6,400) = 12,529 tCO2e. Final estimate is the average of the available method(s): 26,399 tCO2e."
