ticker,security,sbti_company_name,near_term_status,near_term_target_classification,near_term_target_year,long_term_status,long_term_target_year,net_zero_status,net_zero_year,full_target_language,date_updated
SPG,Simon Property Group,Simon Property Group,Targets set,1.5°C,2035.0,,,,,Simon Property Group commits to reduce absolute scope 1 and 2 GHG emissions 68% by 2035 from a 2019 base year. Simon Property Group also commits to reduce absolute scope 3 GHG emission from downstream leased assets 21% by 2035 from a 2018 base year.,2020-10-08 01:00:00
SPGI,S&P Global,S&P Global Inc.,Targets set,1.5°C,2025.0,Targets set,2040.0,Targets set,2040.0,"Overall Net-Zero Target: S&P Global Inc. commits to reach net-zero greenhouse gas emissions across the value chain by 2040. Near-Term Targets: S&P Global Inc. commits to reduce absolute scope 1 and 2 GHG emissions 25.2% by 2025 from a 2019 base year, equivalent to a 25% reduction per square foot. S&P Global Inc. also commits to reduce absolute scope 3 GHG emissions from business travel 25% within the same timeframe. S&P Global Inc. further commits that 81% of its suppliers by spend covering purchased goods & services and capital goods will have science-based targets by 2025. Long-Term Targets: S&P Global Inc. commits to reduce absolute scope 1, 2, and 3 emissions 90% by 2040 from a 2019 base year.",2024-11-28 01:00:00
STE,Steris,STERIS,Committed,,,,,,,,2024-12-05 01:00:00
STX,Seagate Technology,Seagate Technology,Targets set,1.5°C,FY2030,,,,,"Near-Term Targets:
Seagate Technology commits to reduce absolute scope 1 and 2 GHG emissions 56.0% by FY2030 from a FY2022 base year. Seagate Technology also commits to reduce scope 3 GHG emissions 52.0% per Total Exabytes Shipped within the same timeframe.",2026-08-20 01:00:00
SWK,Stanley Black & Decker,Stanley Black & Decker,Targets set,1.5°C,2030.0,,,,,"Stanley Black & Decker commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2022 base year. Stanley Black & Decker also commits to reduce scope 3 GHG
emissions from purchased goods and services 52% per kg of material purchased within the same timeframe. Stanley Black & Decker further commits to reduce scope 3 GHG emissions
from upstream transportation and distribution 52% per kg of material transported within the same timeframe. Stanley Black & Decker finally commits to reduce scope 3 GHG emissions from use of sold products 52% per kilowatt of sold product output power within the same timeframe.",2025-01-16 01:00:00
SYK,Stryker Corporation,STRYKER CORPORATION,Commitment removed,,,,,,,,2024-01-11 01:00:00
SYY,Sysco,Sysco Corporation,Targets set,Well-below 2°C,2030.0,,,,,"Sysco Corporation commits to reduce absolute scope 1 and 2 GHG emissions 27.5% by 2030 from a 2019 base year*. Sysco Corporation also commits that 67% of its suppliers by emissions covering purchased goods and services and upstream transportation and distribution, will have science_x0002_based targets by 2026. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.",2022-08-25 01:00:00
T,AT&T,AT&T Inc.,Targets set,1.5°C,2030.0,,,,,"AT&T commits* to reduce absolute scope 1 and scope 2 GHG emissions 63% by 2030 from a 2015 base year. AT&T also commits that 50% of its suppliers by spend covering purchased goods and services, capital goods, and downstream leased assets will set science-based scope 1 and scope 2 targets by 2024. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.",2021-05-20 01:00:00
TECH,Bio-Techne,Bio-Techne,Targets set,1.5°C,FY2031,,,,,"Near-Term Targets:
Bio-Techne commits to reduce absolute scope 1 and 2 GHG emissions 70.0% by FY2031 from a FY2025 base year. Bio-Techne also commits that 81.0% of its suppliers by spend covering purchased goods and services, capital goods, upstream transportation and distribution and business travel, will have science-based targets by FY2030.",2026-08-27 01:00:00
TEL,TE Connectivity,TE Connectivity Ltd,Targets set,1.5°C,2032.0,,,,,"TE Connectivity, Ltd commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2030 from a 2020 base year. TE Connectivity, Ltd also commits to reduce absolute scope 3 GHG emissions covering purchased goods and services, capital goods, fuel and energy related activities and upstream transportation and distribution 30% by 2032 from a 2022 base year.",2024-04-11 01:00:00
TER,Teradyne,"Teradyne, Inc.",Targets set,1.5°C,2030.0,Targets set,2050.0,Targets set,2050.0,"Overall Net-Zero Target:
Teradyne, Inc. commits to achieve net-zero greenhouse gas emissions across the value chain by 2050.

Near-Term Targets:
Teradyne, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 42.0% by 2030 from a 2024 base year. Teradyne, Inc. also commits to reduce scope 3 GHG emissions from use of sold products 51.6% per USD value added within the same timeframe.

Long-Term Targets:
Teradyne, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 90.0% by 2050 from a 2024 base year. Teradyne, Inc. also commits to reduce scope 3 GHG emissions 97.0% per USD value added within the same timeframe.",2026-06-25 01:00:00
TGT,Target Corporation,Target Corporation,Targets set,2°C,2030.0,,,Committed,,US retailer Target commits to reduce absolute scope 1 and 2 emissions and scope 3 GHG emissions from retail purchased goods and services 30% by 2030 from a 2017 base-year. Target also commits that 80% of its suppliers by spend covering all purchased goods and services will set science-based scope 1 and scope 2 targets by 2023.,2021-07-01 01:00:00
TMO,Thermo Fisher Scientific,Thermo Fisher Scientific Inc.,Targets set,1.5°C,2030.0,Targets set,2050.0,Targets set,2050.0,"Overall Net-Zero Target Thermo Fisher Scientific Inc. commits to reach net-zero greenhouse gas emissions across the value chain by 2050 from a 2018 base year. Near-Term Targets Thermo Fisher Scientific commits to reduce absolute scope 1 and 2 GHG emissions 50.4% by 2030 from a 2018 base year. Thermo Fisher also commits that 90% of its suppliers by spend covering purchased goods and services, capital goods, and upstream transportation and distribution will have science-based targets by 2027. Long-Term Targets Thermo Fisher commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2050 from a 2018 base year. Thermo Fisher also commits to reduce absolute scope 3 GHG emissions 90% by 2050 from a 2021 base year.",2023-04-13 01:00:00
TPR,"Tapestry, Inc.","Tapestry, Inc.",Targets set,1.5°C,FY2030,Targets set,FY2050,Targets set,FY2050,"Overall Net-Zero Target:
Tapestry, Inc. commits to achieve net-zero greenhouse gas emissions across the value chain by FY2050.

Near-Term Targets:
Energy and Industry:
Tapestry, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 75.59% by FY2030 from a FY2022 base year. Tapestry, Inc. also commits to reduce absolute scope 3 GHG emissions 42.0% within the same timeframe.

FLAG:
Tapestry, Inc. commits to reduce absolute scope 3 FLAG GHG emissions 30.3% by FY2030 from a FY2022 base year.** Tapestry, Inc. commits to no deforestation across its primary deforestation-linked commodities, with a target date of December 31, 2025.

Long-Term Targets:
Energy and Industry:
Tapestry, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 90.0% by FY2050 from a FY2022 base year. Tapestry, Inc. also commits to reduce absolute scope 3 GHG emissions 90.0% within the same timeframe.

FLAG:
Tapestry, Inc. commits to reduce absolute scope 3 FLAG GHG emissions 72.0% by FY2050 from a FY2022 base year.**

**The target includes FLAG emissions and removals.",2026-05-21 01:00:00
TRMB,Trimble Inc.,Trimble Inc,Targets set,1.5°C,2030.0,,,,,"Trimble Inc commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Trimble Inc also commits to increase annual sourcing of renewable electricity from 0% in 2019 to 100% by 2025 and continue active annual sourcing of 100% renewable electricity through 2030. Trimble Inc commits to reduce absolute scope 3 GHG emissions from fuel and energy related activities, business travel and upstream transportation and distribution 50% by 2030 from a 2019 base year. Trimble Inc also commits that 70% of its suppliers by emissions covering purchased goods and services and capital goods, will have science-based targets by 2026",2022-08-25 01:00:00
TSCO,Tractor Supply,Tractor Supply Company,Commitment removed,,,,,,,,2023-10-26 01:00:00
TSLA,"Tesla, Inc.",Tesla Inc.,Commitment removed,,,,,,,,2021-10-26 01:00:00
TSN,Tyson Foods,"Tyson Foods, Inc.",Targets set,2°C,2030.0,,,,,"Tyson Foods, Inc. commits to reduce absolute Scope 1 and 2 GHG emissions 30% by 2030 from a 2016 base‐year. Tyson Foods, Inc. also commits to reduce Scope 3 GHG emissions from production of poultry, pork and beef (covering 80% of their scope 3 inventory) 30% per ton of finished meat by 2030 from a 2016 base‐year.",2018-09-26 01:00:00
TT,Trane Technologies,Trane Technologies Plc.,Targets set,1.5°C,2030.0,Targets set,2050.0,Targets set,2050.0,Overall Net-Zero Target Trane Technologies commits to reach net-zero GHG emissions across the value chain by 2050 from a 2019 base year. Near-Term Targets: Trane Technologies commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Trane Technologies also commits to reduce scope 3 GHG emissions 55% per cooling ton from use of sold products within the same timeframe. Long-term targets: Trane Technologies commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2050 from a 2019 base year. Trane Technologies also commits to reduce scope 3 GHG emissions 97% per cooling ton from use of sold products within the same timeframe.,2022-04-28 01:00:00
TXN,Texas Instruments,Texas Instruments,Targets set,1.5°C,2030.0,,,,,"Near-Term Targets:
Texas Instruments  commits to reduce absolute scope 1 and 2 GHG emissions 42.0% by 2030 from a 2023 base year. Texas Instruments  also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods and fuel- and energy-related activities 25.0% within the same timeframe.",2026-04-30 01:00:00
UAL,United Airlines Holdings,"United Airlines, Inc.",Targets set,Well-below 2°C,2035.0,,,Commitment removed,,"United Airlines commits to reduce scope 1, 2, and well-to-wake jet fuel GHG emissions, including scope 3 category 4, upstream transportation and distribution 50% per revenue ton kilometer (RTK) by 2035 from a 2019 base year.***
*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.
**Non-CO2e effects which may also contribute to aviation induced warming are not included in this target. United Airlines Inc. commits to report publicly on its collaboration with stakeholders to improve understanding of opportunities to mitigate the non-CO2e impacts of aviation annually over its target timeframe.",2023-06-08 01:00:00
UDR,"UDR, Inc.",UDR,Commitment removed,,,,,,,,2021-08-05 01:00:00
ULTA,Ulta Beauty,"Ulta Beauty, Inc.",Targets set,1.5°C,FY2030,,,,,"Ulta Beauty, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2030 from a FY2019 base year. Ulta Beauty, Inc. also commits to reduce absolute scope 3 GHG emissions covering use of sold products 28% by FY2030 from a FY2019 base year. Ulta Beauty, Inc. further commits that 68% of its suppliers by emissions covering purchased goods and services, will have science-based targets by FY2027.",2023-11-30 01:00:00
UNH,UnitedHealth Group,UnitedHealth Group,Targets set,1.5°C,2030.0,,,Committed,,Near-Term Targets: UnitedHealth Group commits to reduce absolute scope 1 and 2 GHG emissions 60% by 2030 from a 2023 base year. UnitedHealth Group also commits that 77% of its suppliers by emissions covering purchased goods & services and upstream transportation & distribution will have science-based targets by 2030.,2025-05-29 01:00:00
UNP,Union Pacific Corporation,Union Pacific Corporation,Targets set,1.5°C,2030.0,,,Commitment removed,,"Union Pacific commits to reduce absolute scope 1 and 2 GHG emissions 50.4% by 2030 from a 2018 base year.* Union Pacific also commits to reduce scope 3 GHG emissions from purchased goods and services, capital goods, and fuel and energy-related activities 50.4% within the same timeframe.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.",2024-03-28 01:00:00
V,Visa Inc.,Visa Inc.,Targets set,1.5°C,FY2030,Targets set,FY2040,Targets set,FY2040,"Overall Net-Zero Target: Visa Inc. commits to reach net-zero greenhouse gas emissions
across the value chain by FY2040.
Near-Term Targets: Visa Inc. commits to reduce absolute scope 1 and 2 GHG emissions
81.22% by FY2030 from a FY2019 base year.* Visa Inc. also commits to reduce absolute
scope 3 GHG emissions 46.2% within the same timeframe.*
*The target boundary includes land-related emissions and removals from bioenergy
feedstocks.
Long-Term Targets: Visa Inc. commits to reduce absolute scope 1, 2 and 3 GHG emissions
90% by FY2040 from a FY2019 base year.*
*The target boundary includes land-related emissions and removals from bioenergy
feedstocks.",2025-01-09 01:00:00
VEEV,Veeva Systems,Veeva Systems Inc.,Targets set,1.5°C,FY2035,,,,,Near-Term Targets: Veeva Systems Inc commits to reduce absolute scope 1 and 2 GHG emissions 58.8% by FY2035 from a FY2024 base year. Veeva Systems Inc also commits to reduce scope 3 GHG emissions from purchased goods and services and capital goods 63.8% per million USD value added within the same timeframe.,2025-08-28 01:00:00
VLTO,Veralto,Veralto,Committed,,,,,,,,2024-11-28 01:00:00
VRSK,Verisk Analytics,Verisk Analytics,Targets set,1.5°C,2034.0,Targets set,2050.0,Targets set,2050.0,"Overall Net-Zero Target: Verisk Analytics, Inc. commits to reach net-zero greenhouse gas emissions across the value chain by 2050. Near-Term Targets: Verisk Analytics, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 58.8% by 2034 from 2022 base year. Verisk Analytics, Inc. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and capital goods 58.8% within the same timeframe. Verisk Analytics, Inc. finally commits to reduce scope 3 GHG emissions from business travel 63.8% per FTE  within the same timeframe.  Long-Term Targets: Verisk Analytics, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2050 from 2022 base year. Verisk Analytics, Inc. also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.",2025-02-20 01:00:00
VST,Vistra Corp.,Vistra Corp.,Targets set,1.5°C,2028.0,,,,,Vistra Corp. commits to reduce absolute scope 1 and 2 GHG emissions 58% by 2028 from a 2018 base year. Vistra Corp also commits to reduce absolute scope 1 and 3 GHG emissions from all sold electricity 58% within the same timeframe. Vistra Corp. further commits to reduce absolute scope 3 GHG emissions from use of sold products 42% within the same timeframe.,2024-08-08 01:00:00
VTR,Ventas,"Ventas, Inc.",Targets set,1.5°C,2030.0,,,,,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Ventas, Inc. commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions.",2024-02-29 01:00:00
VTRS,Viatris,Viatris Inc.,Targets set,1.5°C,2030.0,,,,,"Viatris Inc. commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2020 base year*. Viatris Inc. also commits to reduce absolute scope 3 GHG emissions covering purchased goods and services, capital goods, fuel and energy related activities, and upstream transportation and distribution 25% within the same timeframe. *The target boundary includes land-related emissions and removals from bioenergy feedstocks.",2022-12-08 01:00:00
VZ,Verizon,Verizon,Targets set,1.5°C,2035.0,,,Committed,,Verizon Communications Inc. commits to reduce absolute scope 1 and 2 GHG emissions 53% by 2030 from a 2019 base year. Verizon Communications Inc. commits to reduce absolute scope 3 GHG emissions 40% by 2035 from a 2019 base year.,2024-10-17 01:00:00
WAT,Waters Corporation,Waters Corporation,Targets set,1.5°C,2030.0,Targets set,2050.0,Targets set,2050.0,"Overall Net-Zero Target:
Waters Corporation commits to achieve net-zero greenhouse gas emissions across the value chain by 2050.

Near-Term Targets:
Waters Corporation commits to reduce absolute scope 1 and 2 GHG emissions 42.0% by 2030 from a 2024 base year.* Waters Corporation also commits to reduce scope 3 GHG emissions from use of sold products 51.6% per USD value added within the same timeframe. Waters Corporation further commits that 52% of its suppliers by spend covering purchased goods and services, will have science-based targets by 2030.

Long-Term Targets:
Waters Corporation commits to reduce absolute scope 1 and 2 GHG emissions 90.0% by 2050 from a 2024 base year.* Waters Corporation also commits to reduce scope 3 GHG emissions from purchased goods and services, upstream transportation and distribution and use of sold products 97.0% per USD value added within the same timeframe.

*The target boundary includes land-related emissions and removals from biogenic feedstocks.",2025-12-18 01:00:00
WDAY,"Workday, Inc.","Workday, Inc.",Targets set,1.5°C,FY2030,,,,,"Workday, Inc. commits to continue annually sourcing 100% renewable electricity through FY2030. Workday, Inc. commits to reduce absolute scope 3 business travel GHG emissions 25% by FY2026 from a FY2020 base year. Workday, Inc. commits that 70% of its suppliers by spend covering purchased goods & services and capital goods will have science-based targets by FY2026.",2022-03-24 01:00:00
WDC,Western Digital,Western Digital,Targets set,1.5°C,FY2030,,,,,Western Digital commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2020 base year. Western Digital also commits to reduce scope 3 GHG emissions from use of sold products 50% per petabyte capacity sold by FY2030 from a FY2020 base year.,2021-09-09 01:00:00
WELL,Welltower,Welltower Inc.,Targets set,Well-below 2°C,2030.0,,,,,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Welltower Inc. commits to reduce scope 1 and scope 2 GHG emissions 28% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",2022-09-22 01:00:00
WMT,Walmart,Walmart Inc.,Targets set,1.5°C,FY2031,,,Commitment removed,,"Near-Term Targets:
Walmart Inc. targets a reduction of absolute scope 1 and 2 GHG emissions 27.84% by FY2031 from a FY2025 base year. Walmart will also work to reduce CO2e emissions from upstream and downstream scope 3 sources by one billion tonnes by FY2031 from a FY2016 base year.",2026-07-23 01:00:00
WSM,"Williams-Sonoma, Inc.","Williams-Sonoma, Inc.",Targets set,1.5°C,2030.0,,,,,"Williams-Sonoma, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Williams-Sonoma, Inc. also commits to reduce absolute scope 3 GHG emissions 14% over the same timeframe.",2021-05-20 01:00:00
WST,West Pharmaceutical Services,"West Pharmaceutical Services, Inc.",Targets set,1.5°C,2035.0,,,,,"Near-Term Targets:
West Pharmaceutical Services, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 42.0% by 2030 from a 2024 base year. West Pharmaceutical Services, Inc. also commits to reduce absolute scope 3 GHG emissions 37.5% by 2035 from a 2024 base year.",2026-06-11 01:00:00
WY,Weyerhaeuser,Weyerhaeuser Company,Targets set,1.5°C,2030.0,,,Commitment removed,,Weyerhaeuser commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2020 base year. Weyerhaeuser also commits to reduce scope 3 GHG emissions 25% per ton of production within the same timeframe. * The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,2021-12-16 01:00:00
XYL,Xylem Inc.,Xylem Inc.,Targets set,1.5°C,2030.0,,,Commitment removed,,Xylem Inc. commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2023 base year. Xylem Inc. also commits to reduce scope 3 GHG emissions 51.6% per USD value added within the same timeframe. ,2025-01-09 01:00:00
XYZ,"Block, Inc.","Block, Inc.",Targets set,1.5°C,2030.0,,,Commitment removed,,"Block, Inc. commits to reduce absolute scope 1 and 2 GHG emissions
46.2% by 2030 from a 2019 base year.
Block, Inc. also commits to increase active annual sourcing of renewable
electricity from 0% in 2019 to 100% by 2030.
Block, Inc. further commits to reduce scope 3 GHG emissions 55% per
million USD gross profit by 2030 from a 2019 base year.",2023-08-10 01:00:00
YUM,Yum! Brands,"Yum! Brands, Inc.",Targets set,1.5°C,2030.0,,,Commitment removed,,"Yum! Brands commits to reduce absolute scope 1 and 2 GHG emissions 46% by 2030 from a 2019 base year. Yum! Brands also commits to reduce scope 3 GHG emissions from franchises 46% per restaurant and commits to reduce scope 3 GHG emissions from purchased goods and services 46% per metric ton of beef, poultry, dairy and packaging within the same timeframe.",2021-05-20 01:00:00
ZBH,Zimmer Biomet,Zimmer Biomet,Targets set,1.5°C,2030.0,Targets set,2050.0,Targets set,2050.0,"Overall Net-Zero Target:
Zimmer Biomet commits to achieve net-zero greenhouse gas emissions across the value chain by 2050.

Near-Term Targets:
Zimmer Biomet commits to reduce absolute scope 1 and 2 GHG emissions 55.0% by 2030 from a 2017 base year. Zimmer Biomet also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and capital goods 27.5% by 2030 from a 2019 base year.

Long-Term Targets:
Zimmer Biomet commits to reduce absolute scope 1 and 2 GHG emissions 90.0% by 2050 from a 2017 base year. Zimmer Biomet also commits to reduce absolute scope 3 GHG emissions 90.0% by 2050 from a 2019 base year.",2026-04-30 01:00:00
ZBRA,Zebra Technologies,Zebra Technologies Corporation,Targets set,1.5°C,2030.0,,,,,Zebra Technologies commits to reduce absolute scopes 1 and 2 GHG emissions 50% by 2030 from a 2020 base year. Zebra Technologies also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and use of sold products 15% within the same timeframe.,2022-08-25 01:00:00
